Unnamed: 0,Drug1_ID,Drug2_ID,Label,y_preds_6,y_preds_8,y_preds_10,p_ave
4962,750,4584,0,6.58E-06,0.000158489,2.93E-05,6.48E-05
4963,7559,8371,0,1.20E-06,2.41E-06,1.13E-06,1.58E-06
4964,DB00422,DB00612,1,0.99859,0.9997765,0.9993422,0.999236233
4965,DB00668,DB06711,1,0.99633944,0.99992275,0.9984988,0.998253663
4966,8138,9438,0,1.46E-06,1.08E-05,5.92E-06,6.06E-06
4967,9615,2586,0,9.52E-05,9.32E-05,0.018294364,0.006160921
4968,DB00780,DB01018,1,0.9999293,0.99986315,0.9998704,0.999887617
4969,DB00202,DB00333,1,0.74970335,0.99011976,0.98531216,0.908378423
4970,DB01367,DB06698,1,0.9982002,0.99891376,0.94599867,0.981037543
4971,DB00433,DB00989,1,0.9989306,0.9987658,0.9960033,0.9978999
4972,DB00398,DB05521,1,0.9936034,0.99972904,0.99797034,0.997100927
4973,DB00182,DB00420,1,0.99970865,0.9991863,0.99977857,0.99955784
4974,6274,4663,0,3.26E-07,2.97E-07,0.000162005,5.42E-05
4975,404,2077,0,8.64E-05,0.41665387,0.69547516,0.370738477
4976,DB01054,DB09104,1,0.99952626,0.9953952,0.99954903,0.99815683
4977,958,4076,0,4.26E-06,0.002343327,0.000500053,0.000949213
4978,DB01395,DB04272,1,0.99915016,0.9998735,0.99755746,0.998860373
4979,7756,3172,0,9.99E-05,2.46E-05,3.80E-05,5.42E-05
4980,1443,9347,0,0.8972248,0.638695,0.2742678,0.603395867
4981,DB00418,DB01201,1,0.9996072,0.99954534,0.99822336,0.9991253
4982,1093,1692,0,1.05E-06,1.38E-06,8.71E-06,3.71E-06
4983,4644,8716,0,0.09055531,0.000123948,0.001418471,0.030699243
4984,DB00500,DB04865,1,0.022016823,0.99969447,0.991984,0.671231764
4985,DB00373,DB08976,1,0.99304795,0.998348,0.9791483,0.990181417
4986,DB01201,DB08881,1,0.9998563,0.9991487,0.99979335,0.99959945
4987,DB06228,DB06684,1,0.9986948,0.9995382,0.9994347,0.999222567
4988,DB00449,DB00723,1,0.99613905,0.99631464,0.99409705,0.995516913
4989,7497,5876,0,1.40E-05,0.06581521,0.000404477,0.022077896
4990,1440,7765,0,0.9988811,0.9901215,0.99364877,0.994217123
4991,DB06589,DB06724,1,0.9978237,0.99484956,0.9966084,0.99642722
4992,DB00708,DB01403,1,0.99991083,0.9994568,0.99991477,0.9997608
4993,DB00366,DB01174,1,0.98864245,0.9988295,0.9966618,0.99471125
4994,DB04905,DB08865,1,0.9997935,0.99960566,0.99978864,0.999729267
4995,DB00195,DB08868,1,0.9990725,0.9998505,0.99871516,0.99921272
4996,DB01247,DB01614,1,0.99936813,0.9988679,0.99985385,0.999363293
4997,DB00767,DB06684,1,0.9999234,0.99967134,0.9998402,0.999811647
4998,6173,3492,0,0.000217289,0.002876401,0.025087237,0.009393642
4999,DB01016,DB02901,1,0.9992744,0.98470855,0.99587715,0.9932867
5000,2031,8232,0,0.011068285,7.75E-06,0.004505754,0.00519393
5001,5447,8939,0,0.000268281,3.09E-05,8.19E-05,0.000127027
5002,3030,7727,0,9.15E-06,0.005503476,0.001421899,0.002311508
5003,9601,3616,0,3.51E-06,1.07E-05,0.000385135,0.000133115
5004,DB00338,DB01072,1,0.9969787,0.9993596,0.99921715,0.998518483
5005,7487,2118,0,4.04E-07,6.22E-06,2.87E-06,3.16E-06
5006,2748,900,0,3.06E-06,1.65E-07,0.000339836,0.000114354
5007,DB00980,DB06204,1,0.9998304,0.99980223,0.97023237,0.989955
5008,DB00104,DB00624,1,0.9981418,0.99881434,0.99819475,0.99838363
5009,7262,9550,0,0.000206232,0.2582733,0.5592004,0.272559977
5010,4133,5567,0,9.25E-07,0.000440121,0.000135124,0.000192057
5011,4960,1119,0,2.08E-06,4.55E-06,0.003735304,0.001247311
5012,DB00332,DB00344,1,0.999459,0.9996121,0.9925623,0.997211133
5013,DB00208,DB01609,1,0.99994946,0.99978983,0.9997902,0.999843163
5014,1369,8881,0,3.90E-07,7.29E-07,1.19E-06,7.70E-07
5015,DB00564,DB01601,1,0.9992515,0.9301043,0.99460554,0.97465378
5016,DB00413,DB01041,1,0.99310106,0.9999297,0.9796931,0.990907953
5017,5762,5362,0,1.81E-06,0.000213265,0.009656936,0.00329067
5018,DB00381,DB01065,1,0.9637314,0.85312593,0.3512229,0.72269341
5019,5727,727,0,0.34355927,0.001203686,9.54E-05,0.114952785
5020,6914,5641,0,0.0003694,1.91E-05,1.63E-05,0.000134933
5021,451,1555,0,0.4321397,0.9956676,0.4698435,0.632550267
5022,1232,8113,0,0.000213951,0.000110016,8.79E-06,0.000110919
5023,DB00091,DB00328,1,0.7362508,0.960379,0.97867334,0.891767713
5024,6746,8343,0,0.03187716,0.058416754,0.000537783,0.030277232
5025,DB00404,DB04908,1,0.9998635,0.9976126,0.98968446,0.995720187
5026,DB00193,DB00214,1,0.9971678,0.9987705,0.9987277,0.998222
5027,DB00091,DB01394,1,0.99681413,0.9967462,0.89977014,0.96444349
5028,DB00470,DB01576,1,0.99993503,0.9993494,0.99912477,0.999469733
5029,5241,6419,0,1.65E-06,6.52E-07,4.26E-06,2.19E-06
5030,DB00867,DB00935,1,0.99879575,0.9998627,0.9988775,0.99917865
5031,6513,1844,0,1.34E-06,1.01E-07,1.15E-06,8.64E-07
5032,DB00468,DB08912,1,0.99939394,0.9997301,0.99968076,0.9996016
5033,DB08906,DB09065,1,0.9979503,0.99968016,0.99905795,0.998896137
5034,2295,7571,0,0.000369668,0.000249565,0.029886097,0.010168443
5035,DB00514,DB01624,1,0.9999573,0.99939024,0.9996655,0.999671013
5036,3184,584,0,0.00011554,4.20E-06,1.33E-05,4.43E-05
5037,6246,8113,0,0.40189242,2.72E-05,0.14131978,0.1810798
5038,DB01118,DB01195,1,0.99851584,0.98905987,0.9996527,0.995742803
5039,8457,2125,0,4.64E-07,7.05E-08,1.32E-06,6.18E-07
5040,7058,6806,0,5.94E-07,3.05E-05,0.000719458,0.000250184
5041,7888,8699,0,0.99141717,0.99749744,0.92745006,0.972121557
5042,4342,9257,0,0.082647234,0.001552671,0.001037002,0.028412302
5043,7407,4863,0,1.68E-05,0.5869795,0.000489324,0.195828541
5044,DB00169,DB00364,1,0.9316776,0.9582794,0.928249,0.939402
5045,2383,2482,0,6.12E-07,2.54E-05,3.39E-05,2.00E-05
5046,DB00363,DB00444,1,0.99583364,0.9988339,0.9985373,0.997734947
5047,4956,1734,0,7.11E-06,3.82E-07,8.63E-06,5.37E-06
5048,6742,528,0,0.00011506,1.86E-05,0.000802487,0.000312049
5049,DB00780,DB09477,1,0.99973935,0.9968798,0.997986,0.998201717
5050,DB00162,DB00755,1,0.9699223,0.34098482,0.8370224,0.715976507
5051,DB01223,DB04839,1,0.97758114,0.997941,0.9914117,0.988977947
5052,DB00559,DB01016,1,0.99916786,0.99969614,0.9983126,0.999058867
5053,DB00449,DB06704,1,0.99187547,0.9980086,0.9990039,0.99629599
5054,DB00586,DB01124,1,0.9993347,0.9977363,0.99677765,0.99794955
5055,5253,2936,0,0.00014025,0.05500266,0.016970903,0.024037938
5056,4605,5924,0,1.94E-05,1.46E-06,1.37E-05,1.15E-05
5057,DB00863,DB01066,1,0.48731634,0.9979396,0.74984366,0.7450332
5058,2846,1712,0,3.97E-05,6.78E-05,0.000288516,0.000132005
5059,DB00208,DB00675,1,0.99993,0.99680233,0.99987036,0.998867563
5060,DB00368,DB06262,1,0.9897242,0.9994551,0.99878585,0.995988383
5061,4575,3281,0,3.87E-06,1.08E-06,5.41E-07,1.83E-06
5062,DB00912,DB06789,1,0.99712235,0.9945404,0.997453,0.996371917
5063,DB01026,DB01076,1,0.98876846,0.9957233,0.98187506,0.98878894
5064,5080,7832,0,0.000690997,0.9659662,0.2956006,0.420752599
5065,3894,8365,0,6.92E-06,0.000116352,5.57E-05,5.97E-05
5066,5260,6399,0,0.00368166,4.42E-05,0.000142545,0.001289468
5067,DB00484,DB00737,1,0.9999109,0.99973094,0.9996557,0.999765847
5068,1911,5786,0,0.000210375,0.000330329,0.00323838,0.001259695
5069,DB01167,DB01182,1,0.99863493,0.99764943,0.9988484,0.998377587
5070,DB00343,DB00418,1,0.9913776,0.99946815,0.9985267,0.996457483
5071,3304,5811,0,1.47E-05,0.000120398,9.10E-05,7.54E-05
5072,DB00035,DB00458,1,0.99950814,0.9996275,0.99899876,0.999378133
5073,DB00924,DB01037,1,0.99861574,0.99945575,0.9994266,0.99916603
5074,8158,6668,0,0.006638587,0.000849843,0.016841471,0.008109967
5075,DB01339,DB01627,1,0.88293856,0.9828156,0.9056847,0.923812953
5076,2441,5029,0,0.000725478,0.007443458,9.42E-05,0.002754379
5077,DB00921,DB09290,1,0.99589103,0.99935794,0.9979687,0.997739223
5078,DB00715,DB01236,1,0.9994011,0.99853873,0.9995328,0.999157543
5079,3859,1141,0,0.00129813,0.000103261,0.4224894,0.14129693
5080,DB01016,DB01039,1,0.99778515,0.99740386,0.99565923,0.996949413
5081,DB00653,DB00950,1,0.99878466,0.99916744,0.9974234,0.9984585
5082,DB09030,DB09075,1,0.9984893,0.9689587,0.97980195,0.98241665
5083,5506,2844,0,1.03E-06,4.41E-07,2.11E-06,1.19E-06
5084,DB00531,DB01177,1,0.6214001,0.99828595,0.9989071,0.872864383
5085,661,2387,0,2.80E-05,0.000581205,0.000464827,0.000358011
5086,DB00368,DB00841,1,0.99847746,0.99712884,0.9997593,0.9984552
5087,DB00582,DB00641,1,0.99848783,0.9987159,0.9954822,0.997561977
5088,DB00180,DB00903,1,0.93833405,0.9890849,0.99386925,0.973762733
5089,DB00486,DB08815,1,0.99983466,0.9996877,0.99421537,0.997912577
5090,DB00204,DB08893,1,0.9991824,0.99621356,0.9864374,0.993944453
5091,DB00603,DB00625,1,0.99947894,0.9984623,0.99822044,0.99872056
5092,DB01234,DB01259,1,0.77183634,0.7253576,0.92250323,0.806565723
5093,5561,1236,0,3.47E-06,1.20E-06,3.97E-06,2.88E-06
5094,5334,3281,0,1.25E-05,6.46E-07,3.05E-06,5.40E-06
5095,442,8017,0,0.001673073,0.000252098,1.66E-05,0.000647257
5096,DB08794,DB09079,1,0.93750054,0.9062779,0.9964894,0.946755947
5097,7338,5514,0,5.05E-07,1.20E-07,8.27E-07,4.84E-07
5098,DB00436,DB06204,1,0.99896467,0.9987091,0.9984578,0.998710523
5099,6993,8162,0,3.35E-05,7.82E-07,2.85E-05,2.09E-05
5100,8325,3648,0,6.15E-05,5.97E-06,3.62E-06,2.37E-05
5101,DB00343,DB09063,1,0.99752975,0.99964476,0.9995167,0.99889707
5102,7915,7304,0,0.3033712,0.002141953,1.53E-05,0.101842818
5103,3771,1887,0,5.45E-06,1.21E-06,0.000869334,0.000291998
5104,9384,602,0,1.63E-06,2.70E-05,0.000169873,6.62E-05
5105,DB00975,DB01010,1,0.99698526,0.99076986,0.9972416,0.994998907
5106,DB00332,DB01224,1,0.9992306,0.9981828,0.9111738,0.969529067
5107,6611,178,0,0.000122506,1.41E-05,0.003957391,0.001364666
5108,210,8464,0,4.13E-07,2.86E-08,5.52E-07,3.31E-07
5109,239,4177,0,9.61E-05,0.000383109,0.007041037,0.002506749
5110,8730,3058,0,0.80649203,0.002317101,0.04071328,0.283174137
5111,3263,8362,0,8.60E-06,7.11E-06,1.83E-05,1.13E-05
5112,DB00854,DB00903,1,0.9992857,0.99950504,0.9993738,0.99938818
5113,1308,8152,0,2.60E-06,5.60E-07,3.13E-06,2.10E-06
5114,DB00542,DB06287,1,0.8699988,0.9614749,0.9868984,0.939457367
5115,3551,3543,0,0.00662005,0.23029575,0.45055646,0.22915742
5116,DB01320,DB01594,1,0.99985945,0.99985325,0.9996181,0.999776933
5117,DB01195,DB05521,1,0.96946824,0.99888057,0.9861034,0.984817403
5118,DB00557,DB01236,1,0.99474823,0.9983257,0.98596025,0.993011393
5119,1741,5957,0,0.000253409,0.000194728,0.0827795,0.027742546
5120,1967,9006,0,3.17E-07,5.10E-08,2.44E-06,9.36E-07
5121,198,4393,0,0.99989915,0.99925363,0.99938977,0.999514183
5122,2239,9268,0,0.000238419,0.000165284,1.13E-05,0.000138334
5123,DB00307,DB00906,1,0.9988188,0.9953338,0.9847864,0.992979667
5124,9433,6062,0,0.84958756,0.096628815,0.39176136,0.445992578
5125,DB08881,DB09073,1,0.99853474,0.9996488,0.99982435,0.999335963
5126,DB00393,DB01143,1,0.99922454,0.9980604,0.9986876,0.998657513
5127,DB00295,DB01176,1,0.9986346,0.9983075,0.9975965,0.998179533
5128,DB00486,DB00754,1,0.9993685,0.9986286,0.9996197,0.9992056
5129,6508,1186,0,6.53E-06,1.33E-06,2.80E-07,2.71E-06
5130,DB00091,DB01220,1,0.8707931,0.9268769,0.831113,0.876261
5131,DB01174,DB08867,1,0.999002,0.99911094,0.99806774,0.998726893
5132,DB00446,DB00682,1,0.9953127,0.9891745,0.9873004,0.990595867
5133,DB00382,DB00489,1,0.9971436,0.9566105,0.99446833,0.98274081
5134,DB00178,DB08907,1,0.99977446,0.9965733,0.999259,0.998535587
5135,DB00723,DB06701,1,0.9994571,0.9995515,0.9995618,0.999523467
5136,DB00237,DB00454,1,0.9837568,0.99921596,0.995378,0.992783587
5137,149,3583,0,0.000467449,2.37E-06,0.17717817,0.059215996
5138,DB00316,DB01244,1,0.88117635,0.9229691,0.9775182,0.927221217
5139,3318,8632,0,8.94E-07,1.18E-07,1.54E-05,5.47E-06
5140,DB01174,DB09039,1,0.88566303,0.9909618,0.9981797,0.958268177
5141,1918,697,0,1.28E-05,5.90E-05,0.000175476,8.24E-05
5142,DB00765,DB04908,1,0.9984931,0.96836376,0.86929053,0.945382463
5143,DB00450,DB00813,1,0.99988043,0.99691087,0.9936609,0.9968174
5144,DB01409,DB09300,1,0.99556726,0.99487185,0.99647045,0.99563652
5145,2794,689,0,0.025089622,0.41498703,0.015632063,0.151902905
5146,4401,8679,0,3.70E-06,3.99E-06,3.74E-06,3.81E-06
5147,836,6917,0,4.25E-06,6.23E-06,1.73E-05,9.26E-06
5148,DB01068,DB01609,1,0.99997056,0.99866366,0.9987968,0.999143673
5149,1131,5680,0,1.84E-05,7.62E-06,2.86E-05,1.82E-05
5150,DB00459,DB00460,1,0.9922116,0.9899348,0.99238765,0.99151135
5151,3154,3561,0,9.99E-05,0.078321785,0.006175607,0.028199097
5152,5013,2026,0,2.80E-07,0.011470526,3.82E-06,0.003824875
5153,DB01021,DB05039,1,0.9998257,0.9987184,0.9827924,0.993778833
5154,DB00188,DB00582,1,0.998724,0.9990176,0.9984257,0.998722433
5155,1534,4585,0,3.62E-06,7.46E-08,1.92E-06,1.87E-06
5156,5898,1730,0,5.99E-07,2.43E-07,1.19E-06,6.77E-07
5157,DB00706,DB08912,1,0.9995466,0.9993102,0.99852383,0.999126877
5158,DB00202,DB01408,1,0.9974599,0.9656784,0.9995223,0.987553533
5159,DB00263,DB00622,1,0.9989331,0.9930759,0.9964968,0.9961686
5160,5108,3798,0,4.10E-06,4.84E-06,3.83E-06,4.26E-06
5161,DB00214,DB00565,1,0.99642813,0.9963869,0.99519324,0.996002757
5162,5631,9352,0,4.67E-06,0.003290772,1.46E-05,0.001103347
5163,3345,6712,0,3.93E-07,0.001296163,1.84E-06,0.000432799
5164,5283,5518,0,3.40E-07,1.07E-07,8.08E-07,4.18E-07
5165,1926,6955,0,6.50E-07,0.036592215,0.000317395,0.01230342
5166,DB00502,DB01579,1,0.9999038,0.99289584,0.9865931,0.993130913
5167,594,6018,0,6.23E-06,8.81E-05,7.73E-05,5.72E-05
5168,DB00220,DB00528,1,0.9998646,0.99974024,0.9996798,0.999761547
5169,DB00443,DB06203,1,0.99634117,0.9957313,0.998126,0.996732823
5170,6526,2976,0,0.000345349,0.000310987,0.009211808,0.003289381
5171,DB00760,DB09268,1,0.9966386,0.991801,0.9963,0.9949132
5172,3231,810,0,8.62E-05,5.39E-06,0.9081551,0.302748897
5173,7831,230,0,0.000517815,0.18820196,5.28E-06,0.062908352
5174,7627,4749,0,0.051797032,0.006583065,0.003488571,0.020622889
5175,DB00370,DB00633,1,0.9986383,0.9674084,0.994242,0.9867629
5176,3153,9547,0,2.93E-05,0.0560517,0.7673041,0.2744617
5177,DB01407,DB01620,1,0.9998944,0.99889827,0.9939394,0.997577357
5178,8616,3989,0,0.51173896,0.9758623,0.7340012,0.740534153
5179,7353,5148,0,0.000247419,1.02E-05,6.77E-06,8.81E-05
5180,3319,9567,0,3.15E-06,6.99E-05,2.24E-06,2.51E-05
5181,9309,8771,0,3.43E-05,0.000112578,0.10515979,0.035102223
5182,DB00220,DB00294,1,0.99972826,0.9996493,0.9996792,0.999685587
5183,6400,1165,0,7.83E-07,7.09E-06,4.86E-06,4.24E-06
5184,DB00679,DB06201,1,0.9998556,0.9999484,0.9996822,0.999828733
5185,DB01171,DB08933,1,0.99871176,0.99759305,0.9984051,0.998236637
5186,DB00176,DB04946,1,0.9998338,0.99921477,0.9942847,0.997777757
5187,1392,3529,0,4.19E-05,0.000714064,0.002270222,0.001008729
5188,DB04574,DB04938,1,0.25347078,0.055929333,0.9285264,0.412642171
5189,7937,352,0,1.13E-05,4.12E-05,0.005590618,0.001881039
5190,DB00734,DB09034,1,0.99988854,0.9997092,0.9996854,0.999761047
5191,DB00502,DB01600,1,0.9992547,0.9986851,0.993974,0.9973046
5192,7757,2976,0,0.07105169,0.060438395,0.0632475,0.064912528
5193,5492,4823,0,0.010359556,0.9342818,0.5604272,0.501689519
5194,7068,6063,0,0.17393655,0.45713603,0.5166212,0.382564593
5195,DB00651,DB06704,1,0.9860481,0.9946953,0.87102103,0.950588143
5196,DB00830,DB06413,1,0.99798506,0.9993763,0.99980855,0.999056637
5197,DB00374,DB00881,1,0.9997941,0.9990565,0.9964379,0.9984295
5198,5434,7628,0,0.6174573,0.75522983,0.290559,0.554415377
5199,8666,8909,0,1.65E-07,3.32E-06,1.18E-06,1.56E-06
5200,DB00877,DB01124,1,0.9946948,0.9904181,0.99771005,0.994274317
5201,3036,1296,0,0.000622988,6.13E-05,0.002927929,0.001204072
5202,9437,5478,0,0.029916644,0.000495732,3.58E-05,0.010149392
5203,1367,4845,0,5.25E-05,0.9209367,0.05091396,0.32396772
5204,5095,5115,0,1.14E-07,4.78E-07,7.71E-07,4.54E-07
5205,8462,6824,0,3.33E-07,2.32E-08,1.46E-06,6.05E-07
5206,568,6817,0,5.52E-07,9.02E-06,3.03E-06,4.20E-06
5207,DB00252,DB01068,1,0.9999709,0.9997853,0.99897265,0.999576283
5208,DB04946,DB09054,1,0.999477,0.99870825,0.99991465,0.999366633
5209,DB00490,DB01238,1,0.9988055,0.9993974,0.9993351,0.999179333
5210,DB04905,DB09027,1,0.98727834,0.98542404,0.9979881,0.99023016
5211,6213,5212,0,1.42E-06,0.000196427,0.009201527,0.003133125
5212,DB00543,DB09065,1,0.99979377,0.9992945,0.99969083,0.999593033
5213,DB00935,DB01223,1,0.9975377,0.9994228,0.986766,0.9945755
5214,2991,3589,0,0.4647918,0.9911561,0.7627995,0.739582467
5215,378,1858,0,0.002592474,0.007600248,0.013969749,0.008054157
5216,DB00368,DB01193,1,0.9959707,0.99950516,0.9986687,0.998048187
5217,9365,2014,0,0.000357598,3.00E-06,0.000407249,0.000255949
5218,DB00590,DB08933,1,0.99940395,0.99688065,0.9980548,0.998113133
5219,DB00561,DB00830,1,0.99946636,0.99800587,0.9996449,0.999039043
5220,DB00391,DB09300,1,0.9972872,0.99976736,0.99948704,0.9988472
5221,1167,1191,0,2.69E-06,4.06E-07,7.59E-06,3.56E-06
5222,DB00723,DB00961,1,0.9976549,0.9978436,0.9971118,0.997536767
5223,DB00283,DB01409,1,0.99682003,0.978023,0.99916875,0.99133726
5224,DB00682,DB00784,1,0.9857737,0.9836781,0.9935108,0.9876542
5225,DB00524,DB01356,1,0.9991218,0.9905026,0.93936354,0.976329313
5226,DB00370,DB00475,1,0.99913996,0.9979702,0.9960203,0.997710153
5227,6974,6844,0,0.9698373,0.9736885,0.47411707,0.805880957
5228,7052,5082,0,3.29E-06,6.41E-06,2.66E-06,4.12E-06
5229,DB00919,DB01339,1,0.98951656,0.99531096,0.9935684,0.99279864
5230,7846,1484,0,1.32E-05,1.75E-06,0.000708252,0.000241067
5231,8288,2291,0,0.000787586,7.28E-07,5.69E-07,0.000262961
5232,7676,5877,0,0.06565556,0.000332892,2.39E-05,0.022004117
5233,2838,2975,0,0.9955143,0.98748696,0.99263823,0.99187983
5234,DB00199,DB06335,1,0.9968723,0.98871875,0.9989867,0.99485925
5235,DB00080,DB01076,1,0.21364665,0.014677614,0.8199527,0.349425655
5236,800,8337,0,3.67E-06,0.000123329,9.01E-06,4.53E-05
5237,2103,2804,0,0.000241905,0.011722088,0.009231269,0.007065087
5238,2380,1119,0,1.40E-05,0.002357751,0.043742776,0.015371509
5239,9399,7262,0,6.43E-06,6.38E-07,8.37E-06,5.15E-06
5240,5283,7106,0,2.98E-06,5.53E-05,4.55E-06,2.09E-05
5241,5733,1190,0,0.9332304,0.5874887,0.7398204,0.753513167
5242,4600,5532,0,5.94E-07,3.69E-06,1.31E-05,5.79E-06
5243,330,8496,0,0.000580162,0.006730169,0.03243357,0.013247967
5244,4822,972,0,1.32E-05,4.55E-07,6.38E-06,6.68E-06
5245,2056,7740,0,8.73E-05,0.000451922,0.076019436,0.025519553
5246,DB00678,DB01355,1,0.99975425,0.9994564,0.9991026,0.99943775
5247,DB01224,DB01278,1,0.95704246,0.9919919,0.61283565,0.85395667
5248,9628,4625,0,4.47E-05,0.88560987,0.01201281,0.29922246
5249,6004,8997,0,2.61E-06,6.39E-06,0.000238478,8.25E-05
5250,DB00880,DB00945,1,0.9997983,0.99890834,0.9991119,0.999272847
5251,6273,6653,0,0.90692985,0.85253346,1.85E-06,0.586488387
5252,DB00496,DB06717,1,0.9990281,0.9966794,0.9982768,0.997994767
5253,6219,8293,0,0.002313435,0.001157165,0.000115324,0.001195308
5254,3776,5538,0,1.16E-05,0.001241982,0.000212401,0.000488661
5255,8013,8054,0,0.9796963,0.16760129,0.5372725,0.561523363
5256,6959,7094,0,1.29E-06,0.000238091,9.32E-06,8.29E-05
5257,8574,3838,0,0.000140697,0.004262775,0.001962066,0.002121846
5258,DB00420,DB01151,1,0.99993676,0.9996368,0.99985254,0.9998087
5259,DB00374,DB00489,1,0.9985235,0.92215943,0.84767437,0.922785767
5260,1488,1991,0,5.20E-07,1.77E-07,6.34E-07,4.44E-07
5261,DB01138,DB01418,1,0.9847393,0.99819434,0.9911295,0.99135438
5262,DB00277,DB00304,1,0.98033345,0.9915559,0.9157158,0.96253505
5263,DB00199,DB00215,1,0.99952054,0.99890953,0.9996885,0.999372857
5264,DB04855,DB06605,1,0.99704266,0.9997571,0.9983338,0.998377853
5265,DB00559,DB05521,1,0.9993842,0.9997973,0.9984964,0.999225967
5266,1300,9453,0,7.13E-06,2.12E-05,0.00877592,0.00293475
5267,6480,460,0,3.03E-07,4.94E-08,3.09E-07,2.20E-07
5268,8875,9426,0,1.34E-06,1.83E-07,1.08E-06,8.68E-07
5269,7587,6533,0,2.08E-07,1.17E-05,3.61E-07,4.09E-06
5270,DB00624,DB00834,1,0.99996066,0.9998486,0.9922783,0.99736252
5271,DB00480,DB08895,1,0.99696445,0.99005634,0.9980476,0.995022797
5272,5208,9340,0,8.70E-06,3.31E-06,1.91E-06,4.64E-06
5273,7284,7084,0,0.001523793,1.09E-06,6.42E-05,0.000529694
5274,4789,9409,0,0.000158191,0.000249535,2.92E-05,0.000145642
5275,9174,4399,0,0.9816751,0.9400435,0.99507755,0.972265383
5276,4452,8615,0,2.21E-06,3.95E-06,2.34E-05,9.85E-06
5277,DB00204,DB08816,1,0.9736416,0.99914795,0.9959511,0.989580217
5278,DB00414,DB00440,1,0.99902827,0.99531007,0.99643046,0.996922933
5279,DB00672,DB01124,1,0.9989623,0.99806094,0.9986884,0.998570547
5280,5758,9156,0,0.05476865,0.05348122,0.006117642,0.038122504
5281,2727,6702,0,7.44E-05,2.89E-06,0.002015054,0.000697448
5282,DB00412,DB09401,1,0.14767092,0.23338476,0.8773308,0.41946216
5283,DB00359,DB01124,1,0.9834043,0.9887399,0.979877,0.984007067
5284,DB00458,DB01614,1,0.99976945,0.9994967,0.9959012,0.998389117
5285,DB00484,DB04920,1,0.99995553,0.9998652,0.9994188,0.99974651
5286,DB00635,DB00681,1,0.9609114,0.9816226,0.9185395,0.953691167
5287,DB00264,DB00484,1,0.9999826,0.9999729,0.99957037,0.999841957
5288,DB00374,DB00808,1,0.9997902,0.9961866,0.9163823,0.970786367
5289,4736,5982,0,1.25E-05,0.000335664,0.000337839,0.000228668
5290,DB00956,DB01219,1,0.9986427,0.99833107,0.99971867,0.99889748
5291,6702,1815,0,0.053589553,0.010499328,0.032576352,0.032221744
5292,DB00861,DB00955,1,0.9921566,0.9875457,0.99060655,0.99010295
5293,DB00679,DB01403,1,0.99988174,0.9996877,0.9999362,0.999835213
5294,DB09102,DB09118,1,0.9764099,0.99346006,0.9913885,0.987086153
5295,DB00204,DB01036,1,0.99958277,0.99938333,0.9988878,0.999284633
5296,DB00829,DB01173,1,0.9989077,0.99036825,0.8681543,0.95247675
5297,1579,5127,0,1.95E-06,2.27E-06,3.52E-05,1.31E-05
5298,DB00773,DB00872,1,0.92198694,0.98664165,0.9718749,0.96016783
5299,8112,6423,0,0.000636697,0.000138879,1.68E-05,0.000264125
5300,DB00254,DB01607,1,0.9999186,0.9998617,0.99938524,0.999721847
5301,3850,7572,0,1.11E-05,0.003816187,0.001354784,0.001727357
5302,DB00790,DB09026,1,0.9987059,0.9980762,0.9958154,0.9975325
5303,3378,6778,0,0.000686854,0.000585914,0.594907,0.198726589
5304,DB00388,DB06413,1,0.9985827,0.9972987,0.9989101,0.998263833
5305,1177,3574,0,9.12E-06,8.13E-06,0.000103356,4.02E-05
5306,2928,7101,0,6.85E-07,4.01E-05,3.74E-06,1.48E-05
5307,117,1357,0,0.9994477,0.99828076,0.9837671,0.993831853
5308,DB00604,DB01244,1,0.99840045,0.9983294,0.9039202,0.96688335
5309,DB00588,DB05521,1,0.99706507,0.99889517,0.99731874,0.99775966
5310,8731,3094,0,9.08E-07,4.89E-07,0.0001001,3.38E-05
5311,2030,7009,0,8.67E-06,0.9895832,0.20914364,0.399578503
5312,3527,4495,0,0.9989876,0.699352,0.943384,0.880574533
5313,DB00540,DB05271,1,0.99976397,0.9995669,0.9998839,0.999738257
5314,9227,2749,0,1.29E-06,1.20E-07,9.43E-06,3.61E-06
5315,DB00320,DB09118,1,0.9992969,0.9997916,0.9979824,0.999023633
5316,DB04855,DB09027,1,0.99875706,0.9986476,0.99900883,0.998804497
5317,DB00366,DB01021,1,0.99878716,0.99862325,0.999462,0.99895747
5318,5755,739,0,0.001361072,0.67892766,0.65385556,0.444714764
5319,DB01264,DB06480,1,0.99968165,0.9974287,0.99744916,0.998186503
5320,5471,8952,0,4.12E-07,2.79E-06,1.08E-06,1.43E-06
5321,2011,7657,0,1.72E-06,4.80E-07,2.18E-05,8.00E-06
