Gene Symbol,gene_name,Direct Evidence,Inference Score
MIR206,406989,,52.37
MRPL16,54948,,52.37
MRPL40,64976,,52.37
PACC1,55248,,52.37
PIP4P1,90809,,52.37
PYROXD1,79912,,52.37
SLC9A9,285195,,52.37
TMEM80,283232,,52.37
VPS8,23355,,52.37
AHNAK2,113146,,52.33
AIG1,51390,,52.33
EIF5B,9669,,52.33
FUCA1,2517,,52.33
HERC5,51191,,52.33
SLC3A1,6519,,52.33
ZC3HAV1,56829,,52.33
DNAL1,83544,,52.3
HIGD2A,192286,,52.3
MIR1224,100187716,,52.3
PRSS36,146547,,52.3
ZNF117,51351,,52.3
FOXO1,2308,marker/mechanism,52.26
AVP,551,,52.22
EDN1,1906,,52.22
AGPAT5,55326,,52.12
AGTPBP1,23287,,52.12
ANKRD9,122416,,52.12
CDC42EP5,148170,,52.12
DDX3Y,8653,,52.12
ENPP5,59084,,52.12
FCGR2A,2212,,52.12
GNA11,2767,,52.12
H1F2,50708,,52.12
IGDCC4,57722,,52.12
KIDINS220,57498,,52.12
NPDC1,56654,,52.12
PLA2G1B,5319,,52.12
PLXNB1,5364,,52.12
RALGAPA2,57186,,52.12
RMI2,116028,,52.12
RPL18A,6142,,52.12
SAC3D1,29901,,52.12
SDAD1,55153,,52.12
TANC2,26115,,52.12
AKTIP,64400,,52.11
AP1AR,55435,,52.11
BBS1,582,,52.11
CELSR3,1951,,52.11
CGN,57530,,52.11
COX8A,1351,,52.11
DAPK2,23604,,52.11
DCLRE1B,64858,,52.11
DOCK11,139818,,52.11
E2F5,1875,,52.11
ECHDC1,55862,,52.11
EHMT1,79813,,52.11
ERICH5,203111,,52.11
EXOG,9941,,52.11
FGF23,8074,,52.11
GGCT,79017,,52.11
H2-K1,14972,,52.11
LACTB,114294,,52.11
LIG4,3981,,52.11
LRRC27,80313,,52.11
METTL22,79091,,52.11
MIR106B,406900,,52.11
MIR503,574506,,52.11
NUMBL,9253,,52.11
OLFML2A,169611,,52.11
PCBP2,5094,,52.11
PHF13,148479,,52.11
PMM2,5373,,52.11
RBM33,155435,,52.11
RPLP2,6181,,52.11
RPS13,6207,,52.11
SORBS3,10174,,52.11
UBE2Q1,55585,,52.11
ZGPAT,84619,,52.11
AAMDC,28971,,52.06
ASB13,79754,,52.06
CASD1,64921,,52.06
EOGT,285203,,52.06
EPN3,55040,,52.06
GORASP2,26003,,52.06
GOSR1,9527,,52.06
HERC1,8925,,52.06
KCNIP3,30818,,52.06
KLHDC2,23588,,52.06
MIR27B,407019,,52.06
NUDCD1,84955,,52.06
PAFAH1B2,5049,,52.06
RAB34,83871,,52.06
RAP2A,5911,,52.06
RGS11,8786,,52.06
RIN3,79890,,52.06
SAP30,8819,,52.06
SDK2,54549,,52.06
SV2A,9900,,52.06
TP53I11,9537,,52.06
TUT7,79670,,52.06
UBE3C,9690,,52.06
VPS33B,26276,,52.06
VTCN1,79679,,52.06
WASF1,8936,,52.06
ZFC3H1,196441,,52.06
ZFX,7543,,52.06
ANO1,55107,,52.03
ASGR1,432,,52.03
CPLX2,10814,,52.03
DUSP14,11072,,52.03
HSPB11,51668,,52.03
PTPN13,5783,,52.03
TRIM59,286827,,52.03
SYNCRIP,10492,,52.01
ANXA5,308,,51.97
CYP1A2,1544,,51.94
HLF,3131,,51.91
MDM4,4194,,51.91
NECTIN2,5819,,51.91
PBX1,5087,,51.91
PLIN3,10226,,51.91
AHDC1,27245,,51.88
APOBEC3C,27350,,51.88
CCDC127,133957,,51.88
CPNE7,27132,,51.88
CRCP,27297,,51.88
DHX38,9785,,51.88
DR1,1810,,51.88
FBXW5,54461,,51.88
FMNL1,752,,51.88
HSD3B,111785,,51.88
HSPB3,8988,,51.88
LMAN2L,81562,,51.88
MRPS14,63931,,51.88
MSI1,4440,,51.88
N6AMT1,29104,,51.88
NEK9,91754,,51.88
PCDHGC3,5098,,51.88
PPP2R5B,5526,,51.88
PRPF18,8559,,51.88
RABGEF1,27342,,51.88
RAPGEFL1,51195,,51.88
SLC12A9,56996,,51.88
SNRNP35,11066,,51.88
SPATA2,9825,,51.88
STK32A,202374,,51.88
STX17,55014,,51.88
TMBIM4,51643,,51.88
TMEM214,54867,,51.88
TNNI1,7135,,51.88
ALB,213,,51.87
ADNP,23394,,51.78
B3GALNT1,8706,,51.78
B3GNT2,10678,,51.78
BEX1,55859,,51.78
CLSTN3,9746,,51.78
COX7A1,1346,,51.78
ENAH,55740,,51.78
ENTPD2,954,,51.78
GJC1,10052,therapeutic,51.78
GLRA1,2741,,51.78
HACD1,9200,,51.78
HSD3B5,15496,,51.78
INPPL1,3636,marker/mechanism,51.78
IRF2,3660,,51.78
JAM3,83700,,51.78
NUMB,8650,,51.78
NUP98,4928,,51.78
RPL37A,6168,,51.78
SPA17,53340,,51.78
TMC6,11322,,51.78
UPF3B,65109,,51.78
AP3M1,26985,,51.75
CMIP,80790,,51.75
DSN1,79980,,51.75
FAF1,11124,,51.75
FNTA,2339,,51.75
GBP6,163351,,51.75
MTFR2,113115,,51.75
MTMR4,9110,,51.75
MYCBP,26292,,51.75
OTUD1,220213,,51.75
PHACTR1,221692,,51.75
S100A16,140576,,51.75
SFXN4,119559,,51.75
SH2D4A,63898,,51.75
STARD5,80765,,51.75
WDR75,84128,,51.75
CCS,9973,,51.74
COX6A2,1339,,51.74
DNASE1L3,1776,,51.74
KIF18B,146909,,51.74
LMAN1,3998,,51.74
PPP2R5C,5527,,51.74
TM4SF4,7104,,51.74
UBQLN1,29979,,51.74
LPL,4023,,51.73
AGRP,181,,51.64
AMFR,267,,51.64
APPBP2,10513,,51.64
CCDC50,152137,,51.64
COPS5,10987,,51.64
ELAVL3,1995,,51.64
GIPC1,10755,,51.64
H3C1,8350,,51.64
HSP70,652971,,51.64
HYI,81888,,51.64
KIZ,55857,,51.64
LRRC8A,56262,,51.64
MIR200B,406984,,51.64
PLEKHF1,79156,,51.64
POU2AF1,5450,,51.64
PRPF3,9129,,51.64
RAVER2,55225,,51.64
RTKN2,219790,,51.64
SAA4,6291,,51.64
SCN7A,6332,,51.64
SGTB,54557,,51.64
SIK3,23387,,51.64
SLC46A1,113235,,51.64
STK40,83931,,51.64
TPH2,121278,,51.64
TRIM5,85363,,51.64
TRIQK,286144,,51.64
TXNL4B,54957,,51.64
UBE2A,7319,,51.64
UBE2O,63893,,51.64
VEZF1,7716,,51.64
MIR186,406962,,51.63
CD300LG,146894,,51.6
CAMSAP3,57662,,51.55
FASTKD1,79675,,51.55
HARS2,23438,,51.55
KPNA5,3841,,51.55
MTX3,345778,,51.55
PCYT1B,9468,,51.55
RER1,11079,,51.55
SLC25A14,9016,,51.55
SLC39A3,29985,,51.55
STOML1,9399,,51.55
TEDC2,80178,,51.55
TMEM63B,55362,,51.55
TRIM45,80263,,51.55
BZW2,28969,,51.46
CTRB1,1504,,51.46
DDX6,1656,,51.46
GCA,25801,,51.46
H1F0,14958,,51.46
HAO1,54363,,51.46
IRF4,3662,,51.46
NOC3L,64318,,51.46
PACSIN2,11252,,51.46
PCSK1,5122,,51.46
RGS2,5997,,51.46
SLC13A4,26266,,51.46
TCAP,8557,,51.46
TIMM9,26520,,51.46
TRAFD1,10906,,51.46
TRPS1,7227,,51.46
MAP6,4135,,51.45
MCTP1,79772,,51.45
NCALD,83988,,51.45
SON,6651,,51.45
TENM3,55714,,51.45
VAMP8,8673,,51.45
XAF1,54739,,51.45
ACVR2A,92,,51.41
ADCK2,90956,,51.41
AVEN,57099,,51.41
B3GNTL1,146712,,51.41
CCL3,6348,,51.41
CNNM4,26504,,51.41
CYHR1,50626,,51.41
E2F6,1876,,51.41
FAU,2197,,51.41
GCC1,79571,,51.41
MCHR1,2847,,51.41
MIR30E,407034,,51.41
MRPL34,64981,,51.41
NKRF,55922,,51.41
NUP133,55746,,51.41
PGGHG,80162,,51.41
RPL7L1,285855,,51.41
SNX12,29934,,51.41
USP39,10713,,51.41
AAK1,22848,,51.39
ATAD5,79915,,51.39
BICC1,80114,,51.39
DHX30,22907,,51.39
EFNA3,1944,,51.39
EPHB4,2050,,51.39
FOXD1,2297,,51.39
HDAC8,55869,,51.39
KIF5B,3799,,51.39
MBTPS1,8720,,51.39
MCOLN3,55283,,51.39
NPLOC4,55666,,51.39
OSGIN2,734,,51.39
RCOR3,55758,,51.39
SAFB,6294,,51.39
SRPK1,6732,,51.39
SSRP1,6749,,51.39
STXBP2,6813,,51.39
TBC1D14,57533,,51.39
WDR3,10885,,51.39
CAMK2N1,55450,,51.38
HAT1,8520,,51.38
SULT1C2,6819,,51.38
HSP-16.1,179286,,51.37
MMP3,4314,,51.32
CCL5,6352,,51.31
ARGLU1,55082,,51.23
ATL1,51062,,51.23
CELF4,56853,,51.23
CHL1,10752,,51.23
CLK3,1198,,51.23
DARS2,55157,,51.23
DOK4,55715,,51.23
HNRNPLL,92906,,51.23
KAT2A,2648,,51.23
MMP17,4326,,51.23
MTMR6,9107,,51.23
ORMDL3,94103,,51.23
P3H4,10609,,51.23
PKN2,5586,,51.23
PPIL4,85313,,51.23
SEH1L,81929,,51.23
SETD1B,23067,,51.23
SGTA,6449,,51.23
SH3RF3,344558,,51.23
SP110,3431,,51.23
VPS26A,9559,,51.23
VPS29,51699,,51.23
POU5F1,5460,,51.22
B4GALT5,9334,,51.16
GLI3,2737,,51.16
GTF2I,2969,,51.16
NFE2,4778,,51.16
PAX3,5077,,51.16
PICALM,8301,,51.16
ABI1,10006,,51.14
ADGRE5,976,,51.14
BCL2L13,23786,,51.14
CCDC86,79080,,51.14
CD99L2,83692,,51.14
CYP2C55,72082,,51.14
DDX46,9879,,51.14
HNRNPR,10236,,51.14
INTS6,26512,,51.14
ITPKA,3706,,51.14
NCF4,4689,,51.14
PGM2,55276,,51.14
PLEK2,26499,,51.14
PLEKHA6,22874,,51.14
PTBP3,9991,,51.14
RB1CC1,9821,,51.14
RBX1,9978,,51.14
SEMA6A,57556,,51.14
SLC5A6,8884,,51.14
TBCD,6904,,51.14
TENM4,26011,,51.14
TPP2,7174,,51.14
TSPAN13,27075,,51.14
IGF2,3481,,51.13
KISS1,3814,,51.13
SRRM2,23524,,51.13
HSPA6,3310,,51.12
CCNE1,898,,51.09
ADH1C,126,,51.04
ADH6,130,,51.04
ASPN,54829,,51.04
ASTN2,23245,,51.04
CCDC6,8030,,51.04
CCNT2,905,,51.04
CORO7,79585,,51.04
CREBZF,58487,,51.04
FAT3,120114,,51.04
H2BC14,8342,,51.04
H3F3B,15081,,51.04
LYNX1,66004,,51.04
MAX,4149,,51.04
MDFIC,29969,,51.04
ME2,4200,,51.04
NAA50,80218,,51.04
NCK2,8440,,51.04
NDUFA4,4697,,51.04
NELFE,7936,,51.04
NIFK,84365,,51.04
NPEPL1,79716,,51.04
NRARP,441478,,51.04
NUP88,4927,,51.04
PALS2,51678,,51.04
RPL36A,6173,,51.04
SH3GL2,6456,,51.04
SPCS2,9789,,51.04
TCF25,22980,,51.04
TMEM106A,113277,,51.04
TMEM14A,28978,,51.04
TRAF3IP2,10758,,51.04
ADAMTS20,80070,,51
AMIGO3,386724,,51
ARL6,84100,,51
ATAT1,79969,,51
CDR2L,30850,,51
CFAP45,25790,,51
CXXC4,80319,,51
FAM32A,26017,,51
GCN1,10985,,51
GPR107,57720,,51
MIR134,406924,,51
MTHFSD,64779,,51
MTX2,10651,,51
NHLRC3,387921,,51
NOL7,51406,,51
PCSK7,9159,,51
RFXAP,5994,,51
RIC8B,55188,,51
TAFA5,25817,,51
TMEM87B,84910,,51
TRAPPC2L,51693,,51
TRIM39,56658,,51
CCNE2,9134,,50.97
ESS2,8220,,50.97
GK5,256356,,50.97
GOLGA7,51125,,50.97
LY9,4063,,50.97
PCNA,5111,,50.97
RAB9B,51209,,50.97
RUSC1,23623,,50.97
SLC24A1,9187,,50.97
TSTD2,158427,,50.97
ZFP1,162239,,50.97
AKIP1,56672,,50.94
CEP135,9662,,50.94
CNTLN,54875,,50.94
EDA,1896,,50.94
EIF1A,13664,,50.94
HEATR5A,25938,,50.94
IFNAR1,3454,,50.94
MAFA,389692,,50.94
MIR10A,406902,,50.94
MIR27A,407018,,50.94
MRPL47,57129,,50.94
MXRA5,25878,,50.94
NACC1,112939,,50.94
NDEL1,81565,,50.94
PI4KB,5298,,50.94
POLR3B,55703,,50.94
POLRMT,5442,,50.94
PUM2,23369,,50.94
RFX3,5991,,50.94
RNF207,388591,,50.94
SCAND1,51282,,50.94
SPATA6,54558,,50.94
STMN4,81551,,50.94
TM2D2,83877,,50.94
ZBTB7B,51043,,50.94
ZNF644,84146,,50.94
GPNMB,10457,,50.93
ATP6,4508,,50.88
OAS2,4939,,50.88
ZMIZ1,57178,,50.88
ACOT3,171281,,50.83
ANKRD10,55608,,50.83
AP3M2,10947,,50.83
ARHGEF10,9639,,50.83
ATE1,11101,,50.83
ATP6V1H,51606,,50.83
BAG6,7917,,50.83
BET1,10282,,50.83
BTBD3,22903,,50.83
CHRDL1,91851,,50.83
CPB2,1361,,50.83
CUX2,23316,,50.83
DEDD2,162989,,50.83
EBPL,84650,,50.83
EHBP1L1,254102,,50.83
EPB41L4A,64097,,50.83
EPPK1,83481,,50.83
ERO1B,56605,,50.83
FAM117B,150864,,50.83
FAM20A,54757,,50.83
FGFR1OP2,26127,,50.83
FRK,2444,,50.83
GAL3ST1,9514,,50.83
GNPDA2,132789,,50.83
GPAT4,137964,,50.83
HACD4,401494,,50.83
HLA-DRB1,3123,,50.83
HNRNPM,4670,,50.83
ICOSLG,23308,,50.83
IP6K1,9807,,50.83
LAPTM4B,55353,,50.83
LIN7C,55327,,50.83
MANBA,4126,,50.83
MIR221,407006,,50.83
MTA2,9219,,50.83
MYH1,4619,,50.83
PFDN2,5202,,50.83
PREX1,57580,,50.83
PRMT6,55170,,50.83
RBMS3,27303,,50.83
RDH10,157506,,50.83
RNASET2,8635,,50.83
RPL27,6155,,50.83
RUFY2,55680,,50.83
SAP18,10284,,50.83
SLC44A4,80736,,50.83
SLC9A7,84679,,50.83
TMEM204,79652,,50.83
TMEM45B,120224,,50.83
TNRC18,84629,,50.83
TTC30B,150737,,50.83
TTC9,23508,,50.83
UBAP1,51271,,50.83
VANGL2,57216,,50.83
WASL,8976,,50.83
XIST,7503,,50.83
ZBTB18,10472,,50.83
ADH1B,125,,50.69
ARNTL2,56938,,50.69
CES1C,13884,,50.69
COX8B,12869,,50.69
EIF4E3,317649,,50.69
GYG1,2992,,50.69
HTR6,3362,,50.69
MSH3,4437,,50.69
NDC1,55706,,50.69
QPRT,23475,,50.69
RBBP7,5931,,50.69
RPL26,6154,,50.69
RSPO3,84870,,50.69
SPAG1,6674,,50.69
TMED9,54732,,50.69
TRIOBP,11078,,50.69
USP47,55031,,50.69
WDR76,79968,,50.69
CFP,5199,,50.6
DACT2,168002,,50.6
PDE7A,5150,,50.6
TTC3,7267,,50.6
USP9X,8239,,50.6
CELSR2,1952,,50.52
CYP2C23,226143,,50.52
FRMD4B,23150,,50.52
GNAT1,2779,,50.52
GNRHR,2798,,50.52
LRRN3,54674,,50.52
PRPH,5630,,50.52
SLC1A6,6511,,50.52
MAOB,4129,,50.5
ACAD8,27034,,50.49
ACTR6,64431,,50.49
AKR1C18,105349,,50.49
AZI2,64343,,50.49
CSDC2,27254,,50.49
CSPG5,10675,,50.49
EFCAB2,84288,,50.49
EFL1,79631,,50.49
ENSA,2029,,50.49
EPRS1,2058,,50.49
HPCA,3208,,50.49
INAVA,55765,,50.49
MEP1B,4225,,50.49
MRPS34,65993,,50.49
NEK1,4750,,50.49
PDE1B,5153,,50.49
PNMA2,10687,,50.49
RABL6,55684,,50.49
RBFOX1,54715,,50.49
SCAF8,22828,,50.49
SCLT1,132320,,50.49
SLC26A11,284129,,50.49
SMYD5,10322,,50.49
SNIP1,79753,,50.49
TBPL1,9519,,50.49
TXNDC17,84817,,50.49
WWC3,55841,,50.49
ZBTB40,9923,,50.49
ADIRF,10974,,50.47
CBFA2T2,9139,,50.47
CCHCR1,54535,,50.47
DCTN5,84516,,50.47
EMID1,129080,,50.47
GPRIN1,114787,,50.47
JCAD,57608,,50.47
KCNA4,3739,,50.47
KIF1C,10749,,50.47
MINK1,50488,,50.47
MRNIP,51149,,50.47
MYOT,9499,,50.47
NAP1L3,4675,,50.47
NIPSNAP3A,25934,,50.47
NR6A1,2649,,50.47
PHKG1,5260,,50.47
POLM,27434,,50.47
PTGES,9536,,50.47
RHOT2,89941,,50.47
SELP,6403,,50.47
TESK2,10420,,50.47
TMEM131L,23240,,50.47
APBA1,320,,50.44
ASH1L,55870,,50.44
ATXN2L,11273,,50.44
BCL9L,283149,,50.44
BHLHB9,80823,,50.44
CD2BP2,10421,,50.44
CDK18,5129,,50.44
CR1L,1379,,50.44
CYP2C37,13096,,50.44
DHX37,57647,,50.44
DPP6,1804,,50.44
ECM2,1842,,50.44
EIF2B5,8893,,50.44
FAM117A,81558,,50.44
LILRB4,11006,,50.44
MAP4K2,5871,,50.44
MRPL1,65008,,50.44
MYO9A,4649,,50.44
PRPF39,55015,,50.44
SF3B3,23450,,50.44
SFMBT1,51460,,50.44
SLC30A4,7782,,50.44
TMF1,7110,,50.44
TPD52L2,7165,,50.44
UBA2,10054,,50.44
URI1,8725,,50.44
VWCE,220001,,50.44
ZDHHC13,54503,,50.44
MSMO1,6307,,50.42
EBF1,1879,,50.37
NEAT1,283131,,50.37
SLC16A10,117247,,50.37
SLC16A7,9194,,50.37
SIRT1,23411,,50.36
BTN3A1,11119,,50.35
CFAP36,112942,,50.35
FBRS,64319,,50.35
MIR324,442898,,50.35
RPS6KL1,83694,,50.35
SLC39A2,29986,,50.35
APMAP,57136,,50.34
CAPZB,832,,50.34
CORO6,84940,,50.34
DCAF11,80344,,50.34
GRHPR,9380,,50.34
GSE1,23199,,50.34
HABP2,3026,,50.34
MCOLN2,255231,,50.34
MICALL1,85377,,50.34
NCK1,4690,,50.34
RERG,85004,,50.34
RPS26,6231,,50.34
SEPTIN6,23157,,50.34
TANC1,85461,,50.34
TSPAN2,10100,,50.34
H2AZ1,3015,,50.33
MEIS2,4212,,50.33
MMUT,4594,,50.33
INSIG1,3638,,50.3
PLA2G2A,5320,,50.27
CARD10,29775,,50.21
CES2A,102022,,50.21
CKAP2L,150468,,50.21
GFOD1,54438,,50.21
HSD3B7,80270,,50.21
LGALS9,3965,,50.21
MCC,4163,,50.21
QDPR,5860,,50.21
RNF125,54941,,50.21
RPS16,6217,,50.21
RTP4,64108,,50.21
TLR9,54106,,50.21
DLL1,28514,,50.12
COL1A1,1277,,50.1
ACBD5,91452,,50.06
APEX2,27301,,50.06
BRIP1,83990,,50.06
CDC37L1,55664,,50.06
CES1F,234564,,50.06
CLN6,54982,,50.06
CNTN2,6900,,50.06
COMMD10,51397,,50.06
CTNNA2,1496,,50.06
DCHS1,8642,,50.06
ETNK2,55224,,50.06
FHIP2B,64760,,50.06
H2-AA,14960,,50.06
ICAM2,3384,,50.06
KRT6A,3853,,50.06
MATN3,4148,,50.06
MC4R,4160,,50.06
MLXIP,22877,,50.06
OSBPL2,9885,,50.06
PGAP1,80055,,50.06
PPP1R18,170954,,50.06
PTPN2,5771,,50.06
RPS19BP1,91582,,50.06
RPS28,6234,,50.06
SPNS2,124976,,50.06
TGIF2,60436,,50.06
TUBGCP3,10426,,50.06
UPB1,51733,,50.06
VOPP1,81552,,50.06
XPR1,9213,,50.06
ZC3H12C,85463,,50.06
ALKBH8,91801,,50.05
AMOTL1,154810,,50.05
ARHGAP21,57584,,50.05
ARMC8,25852,,50.05
CDC16,8881,,50.05
CREBL2,1389,,50.05
CSTF1,1477,,50.05
CYP2C12,25011,,50.05
DYNC1LI1,51143,,50.05
EFR3B,22979,,50.05
FAM189B,10712,,50.05
HDAC11,79885,,50.05
HELQ,113510,,50.05
MYO19,80179,,50.05
MYRF,745,,50.05
NDN,4692,,50.05
PLCH1,23007,,50.05
POMP,51371,,50.05
RABGAP1,23637,,50.05
RAE1,8480,,50.05
SASS6,163786,,50.05
SDE2,163859,,50.05
TMEM254,80195,,50.05
WAS,7454,,50.05
AQP8,343,,50.01
BCKDHA,593,,50.01
COL11A2,1302,,50.01
DDC,1644,,50.01
DDOST,1650,,50.01
FABP5,2171,,50.01
FN3K,64122,,50.01
G0S2,50486,,50.01
GDPD1,284161,,50.01
GUCY2C,2984,,50.01
KMT2C,58508,,50.01
LHPP,64077,,50.01
NME3,4832,,50.01
POU3F1,5453,,50.01
R3HDM2,22864,,50.01
RIT1,6016,,50.01
RPS25,6230,,50.01
SEPHS1,22929,,50.01
SOD3,6649,,50.01
TRAK2,66008,,50.01
TRIM6,117854,,50.01
AP5Z1,9907,,49.96
B3GALT2,8707,,49.96
CCDC12,151903,,49.96
CCNYL1,151195,,49.96
CRISPLD1,83690,,49.96
CUTA,51596,,49.96
DDHD2,23259,,49.96
ECD,11319,,49.96
GTF3C6,112495,,49.96
KHNYN,23351,,49.96
KLC2,64837,,49.96
LSG1,55341,,49.96
MEX3C,51320,,49.96
MFSD8,256471,,49.96
MORF4L1,10933,,49.96
NSUN6,221078,,49.96
PSENEN,55851,,49.96
RBBP5,5929,,49.96
SMARCD3,6604,,49.96
SMCR8,140775,,49.96
TBP,6908,,49.96
TMEM199,147007,,49.96
UBE2E1,7324,,49.96
USP22,23326,,49.96
VSTM4,196740,,49.96
AFAP1,60312,,49.92
GPATCH4,54865,,49.92
KANK4,163782,,49.92
RCN2,5955,,49.92
TIPIN,54962,,49.92
TNNI2,7136,,49.92
IYD,389434,,49.88
SMPD3,55512,,49.88
THBS1,7057,,49.88
ABCA5,23461,,49.79
LPXN,9404,,49.79
MIR122,406906,,49.79
TP53BP1,7158,,49.79
ATP9B,374868,,49.75
CELF3,11189,,49.75
CEP162,22832,,49.75
ELP3,55140,,49.75
FOCAD,54914,,49.75
MAMDC4,158056,,49.75
MIR16,100313997,,49.75
MRM2,29960,,49.75
PELI3,246330,,49.75
RB1,5925,,49.75
SHKBP1,92799,,49.75
UBE2J2,118424,,49.75
VIPAS39,63894,,49.75
ZNF22,7570,,49.75
ABCF2,10061,,49.68
ADGRD1,283383,,49.68
ARHGEF39,84904,,49.68
ARSG,22901,,49.68
ASAH2,56624,,49.68
ASXL1,171023,,49.68
ATP6V1C2,245973,,49.68
BCL9,607,,49.68
CACNA1E,777,,49.68
CBFA2T3,863,,49.68
CDH4,1002,,49.68
CDX2,1045,,49.68
CLEC10A,10462,,49.68
CSPP1,79848,,49.68
CYP4F2,8529,marker/mechanism,49.68
DIAPH1,1729,,49.68
EPC1,80314,,49.68
ESRP1,54845,,49.68
ETFRF1,144363,,49.68
FAR1,84188,,49.68
GBP3,2635,,49.68
H1-0,3005,,49.68
IFT57,55081,,49.68
ITPRID2,6744,,49.68
KIF3A,11127,,49.68
LNX2,222484,,49.68
MTRR,4552,,49.68
NAA38,84316,,49.68
NDUFA6,4700,,49.68
NRM,11270,,49.68
PAIP1,10605,,49.68
PIAS3,10401,,49.68
PLA2G5,5322,,49.68
PPP4R3B,57223,,49.68
PRXL2B,127281,,49.68
PSMD6,9861,,49.68
RHOD,29984,,49.68
RPL7A,6130,,49.68
SERINC5,256987,,49.68
SF3B4,10262,,49.68
SLC25A29,123096,,49.68
SNRNP25,79622,,49.68
STK4,6789,,49.68
TLK2,11011,,49.68
TMCC2,9911,,49.68
TMEM144,55314,,49.68
TNFAIP8L1,126282,,49.68
TTC39C,125488,,49.68
UNKL,64718,,49.68
WDR46,9277,,49.68
WDR62,284403,,49.68
ENPEP,2028,,49.64
ACSBG1,23205,,49.62
AGPAT1,10554,,49.62
AKR1B8,14187,,49.62
ALS2CL,259173,,49.62
CARS2,79587,,49.62
CCL12,20293,,49.62
CRTAP,10491,,49.62
CTTNBP2,83992,,49.62
CYYR1,116159,,49.62
DDX42,11325,,49.62
EGFLAM,133584,,49.62
ENPP4,22875,,49.62
FHOD1,29109,,49.62
HSPA14,51182,,49.62
IL18BP,10068,,49.62
KLHL23,151230,,49.62
LEPROTL1,23484,,49.62
LZTS2,84445,,49.62
MEOX2,4223,,49.62
MRPL12,6182,,49.62
ND6,4541,,49.62
NFE2L2A,360149,,49.62
NR2F6,2063,,49.62
PCBP3,54039,,49.62
PHC2,1912,,49.62
PPA1,5464,,49.62
RAB21,23011,,49.62
SIX4,51804,,49.62
SKP1,6500,,49.62
SLF1,84250,,49.62
STAM,8027,,49.62
SULT4A1,25830,,49.62
TM9SF2,9375,,49.62
TONSL,4796,,49.62
ZFAND6,54469,,49.62
KRT36,8689,,49.59
RUNX2,860,,49.58
NEB,4703,,49.53
RPL10,6134,,49.53
UTRN,7402,,49.53
ATR,545,,49.48
ARHGAP44,9912,,49.46
ASIC3,9311,,49.46
COQ6,51004,,49.46
CTRL,1506,,49.46
ENGASE,64772,,49.46
FUT11,170384,,49.46
INTS8,55656,,49.46
L3MBTL1,26013,,49.46
MTCL1,23255,,49.46
NBEA,26960,,49.46
NDUFAF2,91942,,49.46
RADIL,55698,,49.46
SECISBP2,79048,,49.46
TDH,157739,,49.46
TIMM50,92609,,49.46
TMEM245,23731,,49.46
ZKSCAN5,23660,,49.46
ZZEF1,23140,,49.46
BAD,572,,49.41
HMGB1,3146,,49.39
ASPG,374569,,49.35
CIAO3,64428,,49.35
CISD1,55847,,49.35
DCAF12,25853,,49.35
FCSK,197258,,49.35
IL17RD,54756,,49.35
KDELR2,11014,,49.35
KIF5A,3798,,49.35
LYAR,55646,,49.35
NAT2,10,,49.35
PAG1,55824,,49.35
PGM5,5239,,49.35
PITX2,5308,,49.35
REEP1,65055,,49.35
RENBP,5973,,49.35
SLC35F2,54733,,49.35
SNORD22,9304,,49.35
SNRPA,6626,,49.35
SNRPB,6628,,49.35
SOX5,6660,,49.35
TRIM65,201292,,49.35
UVSSA,57654,,49.35
ADGRV1,84059,,49.33
EBI3,10148,,49.33
FKBP14,55033,,49.33
ITSN1,6453,,49.33
MOXD1,26002,,49.33
PROX1,5629,,49.33
RAB32,10981,,49.33
RPS12,6206,,49.33
TMBIM1,64114,,49.33
CHD1,1105,,49.31
CYP4A3,298423,,49.31
EIF3D,8664,,49.31
G3BP2,9908,,49.31
MAT2B,27430,,49.31
MORC3,23515,,49.31
MYOM2,9172,,49.31
NAA10,8260,,49.31
PCYOX1L,78991,,49.31
PRRC2A,7916,,49.31
RNF144A,9781,,49.31
SETD4,54093,,49.31
SLC22A15,55356,,49.31
STX7,8417,,49.31
USP24,23358,,49.31
ZBTB44,29068,,49.31
ZIC1,7545,,49.31
PER2,8864,,49.3
IL2RB,3560,,49.27
A4GALT,53947,,49.2
ACOT8,10005,,49.2
ATXN10,25814,,49.2
CPNE5,57699,,49.2
CUEDC1,404093,,49.2
DDX25,29118,,49.2
DRAP1,10589,,49.2
EFR3A,23167,,49.2
ENTPD4,9583,,49.2
EPHA8,2046,,49.2
FSD1L,83856,,49.2
HSP90AA1,3320,,49.2
IRAG2,4033,,49.2
LRR1,122769,,49.2
MAK,4117,,49.2
MARCHF7,64844,,49.2
MIR205,406988,,49.2
MROH1,727957,,49.2
MRPL24,79590,,49.2
MRPS18C,51023,,49.2
NCAM2,4685,,49.2
NFYC,4802,,49.2
NOB1,28987,,49.2
NT5DC3,51559,,49.2
NUP58,9818,,49.2
PCSK4,54760,,49.2
PDXDC1,23042,,49.2
PPP6R3,55291,,49.2
SCRIB,23513,,49.2
SCYL1,57410,,49.2
SEZ6L2,26470,,49.2
SGSM3,27352,,49.2
SHC3,53358,,49.2
SLC25A42,284439,,49.2
SLC35B2,347734,,49.2
SLC7A10,56301,,49.2
SYNC,81493,,49.2
TBL3,10607,,49.2
TERF2IP,54386,,49.2
TMC4,147798,,49.2
TRMT10A,93587,,49.2
UBA6,55236,,49.2
UBR3,130507,,49.2
