DrugCombination_ID,Components_Name,DrugBank_ID,Label,Smiles
DC007290,Leuprolide acetate; Norethindrone acetate,DB00717/DB00007,1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]?CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
DC000476,Hydrochlorothiazide; Lisinopril,DB00722/DB00999,1,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000461,Homatropine Methylbromide; Hydrocodone,DB00725/DB00956,1,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1?[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DC007284,Hydrocortisone; Tetracycline hydrochloride,DB00741/DB00759,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
DC007283,Hydrocortisone; Polymyxin b sulfate,DB00741/DB00781,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O
DC007189,Acyclovir; Hydrocortisone,DB00741/DB00787,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
DC000067,Hydrocortisone; Pramoxine hydrochloride,DB00741/DCC0395,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
DC007221,Chloramphenicol; Hydrocortisone acetate,DB00741/DB00446,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DC007281,Hydrocortisone acetate; Urea,DB00741/DB03904,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C?NC(N)=O
DC001236,Arsenic trioxide; Tretinoin,DB00755/DB01169,1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O?O=[As]O[As]=O
DC000201,Clindamycin; Tretinoin,DB00755/DB01190,1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O?[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DC000387,Tretinoin; Trichostatin,DB00755/DCC0451,1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O?C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
DC007297,Mequinol; Tretinoin,DB00755/DCC1836,1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O?COC1=CC=C(O)C=C1
DC000429,Naproxen; Tetracycline,DB00759/DB00788,1,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O?COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
DC007314,Procaine hydrochloride; Tetracycline hydrochloride,DB00759/DB00721,1,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O?CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
DC000922,Meropenem; Moxifloxacin,DB00760/DB00218,1,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]?[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
DC000522,Capecitabine; Irinotecan,DB00762/DB01101,1,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12?CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
DC000362,Docetaxel; Irinotecan,DB00762/DB01248,1,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12?[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DC000267,Amoxicillin; Clavulanate,DB00766/DB01060,1,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO?[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
DC000208,Clavulanate; Ticarcillin,DB00766/DB01607,1,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO?[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O
DC004164,Carboplatin; Etoposide,DB00773/DB00958,1,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O?[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]
DC006113,Etoposide; Tipifarnib,DB00773/DB04960,1,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O?CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1
DC000272,Etoposide; Tanespimycin,DB00773/DCC0456,1,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O?[H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)C(C)=C([H])[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(NCC=C)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC
DC000435,Gabapentin; Oxcarbazepine,DB00776/DB00996,1,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2?NCC1(CC(O)=O)CCCCC1
DC000432,Levetiracetam; Oxcarbazepine,DB00776/DB01202,1,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2?CC[C@H](N1CCCC1=O)C(N)=O
DC000330,Miconazole; Polymyxin B Sulfate,DB00781/DB01110,1,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O?ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DC007223,Chloramphenicol; Polymyxin b sulfate,DB00781/DB00446,1,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O?OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DC000013,Estradiol; Norgestimate,DB00783/DB00957,1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
DC000009,Drospirenone; Estradiol,DB00783/DB01395,1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
DC003385,Estradiol; Leuprolide acetate,DB00783/DB00007,1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
DC000171,Acyclovir; Naproxen,DB00787/DB00788,1,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2?COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
DC000173,Acyclovir; Ketoprofen,DB00787/DB01009,1,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2?CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
DC000183,Naproxen; Pseudoephedrine,DB00788/DB00852,1,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O?CN[C@@H](C)[C@@H](O)C1=CC=CC=C1
DC007245,Diphenhydramine hydrochloride; Naproxen sodium,DB00788/DB01075,1,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O?CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DC007250,Esomeprazole magnesium; Naproxen,DB00788/DB00736,1,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O?COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1
DC000274,Indapamide; Perindopril,DB00790/DB00808,1,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O?CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DC000034,Candesartan; Hydrochlorothiazide,DB00796/DB00999,1,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC004458,Candesartan; Nifedipine,DB00796/DB01115,1,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1?COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
DC000002,Gentamicin; Prednisolone,DB00798/DB00860,1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC002205,Gentamicin; Levofloxacin,DB00798/DB01137,1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1?C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
DC000418,Colistin; Imipenem,DB00803/DB01598,1,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O?[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
DC007286,Hydroxyamphetamine hydrobromide; Tropicamide,DB00809/DCC1831,1,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1?CC(N)CC1=CC=C(O)C=C1
DC006406,Ribavirin; Sofosbuvir,DB00811/D10366,1,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O?CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1
DC000030,Diazepam; Fentanyl,DB00813/DB00829,1,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1?CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DC003038,Fentanyl; Mepivacaine,DB00813/DB00961,1,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1?CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DC007247,Droperidol; Fentanyl citrate,DB00813/DB00450,1,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1?FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
DC003645,Fentanyl; Midazolam,DB00813/DB00683,1,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1?CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DC000299,Amoxicillin; Sodium lauryl sulfate,DB00815/DB01060,1,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O?[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
DC000389,Propofol; Sevoflurane,DB00818/DB01236,1,CC(C)C1=CC=CC(C(C)C)=C1O?FCOC(C(F)(F)F)C(F)(F)F
DC001562,Midazolam; Propofol,DB00818/DB00683,1,CC(C)C1=CC=CC(C(C)C)=C1O?CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DC000495,Propofol; Remifentanil,DB00818/DB00899,1,CC(C)C1=CC=CC(C(C)C)=C1O?CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
DC000011,Ethinyl Estradiol; Ethynodiol Diacetate,DB00823/DB00977,1,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]?[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DC007259,Ethynodiol diacetate; Mestranol,DB00823/DB01357,1,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]?[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
DC007293,Loperamide hydrochloride; Simethicone,DB00836/DCC0959,1,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1?O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C
DC000460,Guaifenesin; Pseudoephedrine,DB00852/DB00874,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?COC1=CC=CC=C1OCC(O)CO
DC000209,Fexofenadine; Pseudoephedrine,DB00852/DB00950,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DC007276,Hydrocodone bitartrate; Pseudoephedrine hydrochloride,DB00852/DB00956,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DC000210,Desloratadine; Pseudoephedrine,DB00852/DB00967,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
DC000082,Ibuprofen; Pseudoephedrine,DB00852/DB01050,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
DC007246,Diphenhydramine hydrochloride; Pseudoephedrine hydrochloride,DB00852/DB01075,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DC000205,Chlorpheniramine; Pseudoephedrine,DB00852/DB01114,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DC000066,Acrivastine; Pseudoephedrine,DB00852/DCC0463,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O
DC007204,Azatadine maleate; Pseudoephedrine sulfate,DB00852/DB00719,1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1?CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2
DC003665,Temozolomide; Vorinostat,DB00853/DB02546,1,CN1N=NC2=C(N=CN2C1=O)C(N)=O?ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
DC000703,Dacarbazine; Temozolomide,DB00853/DB00851,1,CN1N=NC2=C(N=CN2C1=O)C(N)=O?CN(C)\N=N\C1=C(N=CN1)C(N)=O
DC000285,Dipyridamole; Prednisolone,DB00860/DB00975,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C?OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
DC003362,Azathioprine; Prednisolone,DB00860/DB00993,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C?CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
DC006255,Acetylcysteine; Prednisolone,DB00860/DB06151,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C?CC(=O)N[C@@H](CS)C(O)=O
DC007224,Chloramphenicol; Prednisolone,DB00860/DB00446,1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C?OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DC000188,Lomefloxacin; Ranitidine,DB00863/DB00978,1,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O?CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
DC003089,Rapamycin; Tacrolimus,DB00864/DB00877,1,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC?[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
DC000471,Everolimus; Tacrolimus,DB00864/DB01590,1,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC?[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
DC000049,Eprosartan; Hydrochlorothiazide,DB00876/DB00999,1,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000243,Midostaurin; Rapamycin,DB00877/DCC0386,1,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC?CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1
DC000298,CI-1040; Rapamycin,DB00877/DCC0427,1,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC?FC1=C(F)C(NC2=CC=C(I)C=C2Cl)=C(C=C1)C(=O)NOCC1CC1
DC000610,Rapamycin; Tirofiban,DB00877/DB00775,1,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC?CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
DC007226,Chlorhexidine gluconate; Isopropyl alcohol,DB00878/DCC1833,1,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1?CC(C)O
DC000485,Hydrochlorothiazide; Quinapril,DB00881/DB00999,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000481,Hydralazine; Isosorbide Dinitrate,DB00883/DB01275,1,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O?NNC1=NN=CC2=CC=CC=C12
DC000438,Gabapentin; Tiagabine,DB00906/DB00996,1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1?NCC1(CC(O)=O)CCCCC1
DC004991,Ceftriaxone; Metronidazole,DB00916/DB01212,1,CC1=NC=C(N1CCO)[N+]([O-])=O?[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DC000168,Buprenorphine; Naloxone,DB00921/DB01183,1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4?OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O
DC000177,Famotidine; Probenecid,DB00927/DB01032,1,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1?CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
DC007187,Famotidine; Ibuprofen,DB00927/DB01050,1,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1?CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
DC004956,Mifepristone; Misoprostol,DB00929/DB00834,1,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC?[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DC002501,Formoterol; Salmeterol,DB00938/DB00983,1,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1?COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
