DrugBank ID,Name,Drug Groups,SMILES
DB00884,Risedronic acid,approved; investigational,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
DB00885,Pemirolast,approved; investigational,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
DB00887,Bumetanide,approved,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
DB00888,Mechlorethamine,approved; investigational,CN(CCCl)CCCl
DB00889,Granisetron,approved; investigational,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
DB00890,Dienestrol,approved; investigational,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1
DB00891,Sulfapyridine,approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
DB00892,Oxybuprocaine,approved; investigational,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
DB00894,Testolactone,approved; investigational,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
DB00896,Rimexolone,approved,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00897,Triazolam,approved; investigational,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB00898,Ethanol,approved,CCO
DB00899,Remifentanil,approved,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
DB00900,Didanosine,approved,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
DB00902,Methdilazine,approved,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
DB00903,Etacrynic acid,approved; investigational,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1
DB00904,Ondansetron,approved,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
DB00905,Bimatoprost,approved; investigational,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
DB00906,Tiagabine,approved; investigational,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
DB00907,Cocaine,approved; illicit,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
DB00908,Quinidine,approved; investigational,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DB00909,Zonisamide,approved; investigational,NS(=O)(=O)CC1=NOC2=CC=CC=C12
DB00910,Paricalcitol,approved; investigational,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O
DB00911,Tinidazole,approved; investigational,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
DB00912,Repaglinide,approved; investigational,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
DB00913,Anileridine,approved; illicit,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
DB00914,Phenformin,approved; investigational; withdrawn,NC(=N)NC(=N)NCCC1=CC=CC=C1
DB00915,Amantadine,approved,NC12CC3CC(CC(C3)C1)C2
DB00916,Metronidazole,approved,CC1=NC=C(N1CCO)[N+]([O-])=O
DB00917,Dinoprostone,approved,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
DB00918,Almotriptan,approved; investigational,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
DB00919,Spectinomycin,approved; investigational; vet_approved,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2
DB00920,Ketotifen,approved,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
DB00921,Buprenorphine,approved; illicit; investigational; vet_approved,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
DB00922,Levosimendan,approved; investigational,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
DB00923,Ceforanide,approved,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O
DB00924,Cyclobenzaprine,approved,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00925,Phenoxybenzamine,approved,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
DB00927,Famotidine,approved,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
DB00928,Azacitidine,approved; investigational,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB00929,Misoprostol,approved,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
DB00931,Metacycline,approved; investigational,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
DB00932,Tipranavir,approved; investigational,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
DB00933,Mesoridazine,approved; investigational,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
DB00934,Maprotiline,approved; investigational,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
DB00935,Oxymetazoline,approved; investigational,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
DB00936,Salicylic acid,approved; investigational; vet_approved,OC(=O)C1=CC=CC=C1O
DB00937,Diethylpropion,approved; illicit,CCN(CC)C(C)C(=O)C1=CC=CC=C1
DB00938,Salmeterol,approved,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
DB00939,Meclofenamic acid,approved; vet_approved,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
DB00940,Methantheline,approved; investigational,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
DB00941,Hexafluronium,approved,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
DB00942,Cycrimine,approved,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1
DB00943,Zalcitabine,approved; investigational,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
DB00944,Demecarium,approved,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
DB00945,Acetylsalicylic acid,approved; vet_approved,CC(=O)OC1=CC=CC=C1C(O)=O
DB00946,Phenprocoumon,approved; investigational,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
DB00947,Fulvestrant,approved; investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]
DB00948,Mezlocillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
DB00949,Felbamate,approved,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
DB00950,Fexofenadine,approved; investigational,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00951,Isoniazid,approved; investigational,NNC(=O)C1=CC=NC=C1
DB00952,Naratriptan,approved; investigational,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
DB00953,Rizatriptan,approved,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
DB00955,Netilmicin,approved; investigational,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
DB00956,Hydrocodone,approved; illicit; investigational,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00957,Norgestimate,approved; investigational,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
DB00959,Methylprednisolone,approved; vet_approved,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
DB00960,Pindolol,approved; investigational,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00961,Mepivacaine,approved; vet_approved,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00962,Zaleplon,approved; illicit; investigational,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
DB00963,Bromfenac,approved,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1
DB00964,Apraclonidine,approved,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
DB00966,Telmisartan,approved; investigational,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
DB00967,Desloratadine,approved; investigational,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
DB00968,Methyldopa,approved,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
DB00969,Alosetron,approved; withdrawn,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
DB00970,Dactinomycin,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
DB00971,Selenium Sulfide,approved,S=[Se]=S
DB00972,Azelastine,approved,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
DB00973,Ezetimibe,approved,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1
DB00974,Edetic acid,approved; vet_approved,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
DB00975,Dipyridamole,approved,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
DB00976,Telithromycin,approved,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
DB00977,Ethinylestradiol,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00978,Lomefloxacin,approved; investigational,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
DB00979,Cyclopentolate,approved,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
DB00980,Ramelteon,approved; investigational,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
DB00981,Physostigmine,approved; investigational,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
DB00982,Isotretinoin,approved,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
DB00983,Formoterol,approved; investigational,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
DB00984,Nandrolone phenpropionate,approved; illicit; investigational,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00985,Dimenhydrinate,approved,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB00986,Glycopyrronium,approved; investigational; vet_approved,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
DB00987,Cytarabine,approved; investigational,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB00988,Dopamine,approved,NCCC1=CC(O)=C(O)C=C1
DB00989,Rivastigmine,approved; investigational,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
DB00990,Exemestane,approved; investigational,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
DB00991,Oxaprozin,approved,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
DB00992,Methyl aminolevulinate,approved; investigational,COC(=O)CCC(=O)CN
DB00993,Azathioprine,approved,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
DB00995,Auranofin,approved; investigational,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
DB00996,Gabapentin,approved; investigational,NCC1(CC(O)=O)CCCCC1
DB00997,Doxorubicin,approved; investigational,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB00998,Frovatriptan,approved; investigational,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
DB00999,Hydrochlorothiazide,approved; vet_approved,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DB01000,Cyclacillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O
DB01001,Salbutamol,approved; vet_approved,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
DB01002,Levobupivacaine,approved; investigational,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB01003,Cromoglicic acid,approved,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
DB01004,Ganciclovir,approved; investigational,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
DB01005,Hydroxyurea,approved,NC(=O)NO
DB01006,Letrozole,approved; investigational,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
DB01007,Tioconazole,approved,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
DB01008,Busulfan,approved; investigational,CS(=O)(=O)OCCCCOS(C)(=O)=O
DB01009,Ketoprofen,approved; vet_approved,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
DB01010,Edrophonium,approved,CC[N+](C)(C)C1=CC(O)=CC=C1
DB01011,Metyrapone,approved; investigational,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
DB01012,Cinacalcet,approved,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
DB01013,Clobetasol propionate,approved,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB01014,Balsalazide,approved; investigational,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
DB01015,Sulfamethoxazole,approved,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
DB01016,Glyburide,approved,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB01017,Minocycline,approved; investigational,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB01018,Guanfacine,approved; investigational,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
DB01019,Bethanechol,approved,CC(C[N+](C)(C)C)OC(N)=O
DB01020,Isosorbide mononitrate,approved,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
DB01021,Trichlormethiazide,approved; vet_approved,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
DB01022,Phylloquinone,approved; investigational,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
DB01023,Felodipine,approved; investigational,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
DB01024,Mycophenolic acid,approved,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
DB01025,Amlexanox,approved; investigational; withdrawn,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
DB01026,Ketoconazole,approved; investigational,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
DB01028,Methoxyflurane,approved; investigational; vet_approved,COC(F)(F)C(Cl)Cl
DB01029,Irbesartan,approved; investigational,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB01030,Topotecan,approved; investigational,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
DB01031,Ethinamate,approved; illicit; withdrawn,NC(=O)OC1(CCCCC1)C#C
DB01032,Probenecid,approved; investigational,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
DB01033,Mercaptopurine,approved,S=C1N=CNC2=C1NC=N2
DB01035,Procainamide,approved,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
DB01036,Tolterodine,approved; investigational,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
DB01037,Selegiline,approved; investigational; vet_approved,C[C@H](CC1=CC=CC=C1)N(C)CC#C
DB01039,Fenofibrate,approved,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
DB01041,Thalidomide,approved; investigational; withdrawn,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB01042,Melphalan,approved,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DB01043,Memantine,approved; investigational,CC12CC3CC(C)(C1)CC(N)(C3)C2
DB01044,Gatifloxacin,approved; investigational,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
DB01045,Rifampicin,approved,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
DB01046,Lubiprostone,approved; investigational,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
DB01047,Fluocinonide,approved; investigational,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
DB01048,Abacavir,approved; investigational,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1
DB01050,Ibuprofen,approved,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
DB01051,Novobiocin,approved; investigational; vet_approved,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C
DB01053,Benzylpenicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
DB01054,Nitrendipine,approved; investigational,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
DB01056,Tocainide,approved,CC(N)C(=O)NC1=C(C)C=CC=C1C
DB01057,Echothiophate,approved,CCOP(=O)(OCC)SCC[N+](C)(C)C
DB01058,Praziquantel,approved; investigational; vet_approved,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1
DB01059,Norfloxacin,approved,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
DB01060,Amoxicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
DB01061,Azlocillin,approved,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1
DB01062,Oxybutynin,approved; investigational,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB01063,Acetophenazine,approved,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1
DB01064,Isoprenaline,approved; investigational,CC(C)NCC(O)C1=CC(O)=C(O)C=C1
DB01065,Melatonin,approved; nutraceutical; vet_approved,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
DB01066,Cefditoren,approved; investigational,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB01067,Glipizide,approved; investigational,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB01068,Clonazepam,approved; illicit,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
DB01069,Promethazine,approved; investigational,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
DB01070,Dihydrotachysterol,approved,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
DB01072,Atazanavir,approved; investigational,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
DB01073,Fludarabine,approved,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB01074,Perhexiline,approved; investigational,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
DB01075,Diphenhydramine,approved; investigational,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB01076,Atorvastatin,approved,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
DB01077,Etidronic acid,approved,CC(O)(P(O)(O)=O)P(O)(O)=O
DB01078,Deslanoside,approved,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
DB01079,Tegaserod,approved; investigational; withdrawn,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
DB01080,Vigabatrin,approved,NC(CCC(O)=O)C=C
DB01081,Diphenoxylate,approved; illicit,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB01082,Streptomycin,approved; vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
DB01083,Orlistat,approved; investigational,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
DB01084,Emedastine,approved,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
DB01085,Pilocarpine,approved; investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
DB01086,Benzocaine,approved; investigational,CCOC(=O)C1=CC=C(N)C=C1
DB01087,Primaquine,approved,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
DB01088,Iloprost,approved; investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O
DB01089,Deserpidine,approved,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB01090,Pentolinium,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
DB01091,Butenafine,approved,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
DB01092,Ouabain,approved,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
DB01093,Dimethyl sulfoxide,approved; vet_approved,CS(C)=O
DB01095,Fluvastatin,approved,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
